VGM to MIDI conversion process started.
Pos: 0x2383, Cmd: 0x70
Pos: 0x2384, Cmd: 0xBC
Pos: 0x2387, Cmd: 0x61
Pos: 0x238A, Cmd: 0xBC
Pos: 0x238D, Cmd: 0x75
Pos: 0x238E, Cmd: 0xBC
Pos: 0x2391, Cmd: 0xBC
Pos: 0x2394, Cmd: 0x73
Pos: 0x2395, Cmd: 0xBC
Pos: 0x2398, Cmd: 0x76
Pos: 0x2399, Cmd: 0xBC
Pos: 0x239C, Cmd: 0xBC
Pos: 0x239F, Cmd: 0x73
Pos: 0x23A0, Cmd: 0xBC
Pos: 0x23A3, Cmd: 0x75
Pos: 0x23A4, Cmd: 0xBC
Pos: 0x23A7, Cmd: 0xBC
Pos: 0x23AA, Cmd: 0x70
Pos: 0x23AB, Cmd: 0xBC
Pos: 0x23AE, Cmd: 0x73
Pos: 0x23AF, Cmd: 0xBC
Pos: 0x23B2, Cmd: 0x76
Pos: 0x23B3, Cmd: 0xBC
Pos: 0x23B6, Cmd: 0xBC
Pos: 0x23B9, Cmd: 0x70
Pos: 0x23BA, Cmd: 0xBC
Pos: 0x23BD, Cmd: 0xBC
Pos: 0x23C0, Cmd: 0x61
Pos: 0x23C3, Cmd: 0xBC
Pos: 0x23C6, Cmd: 0x74
Pos: 0x23C7, Cmd: 0xBC
Pos: 0x23CA, Cmd: 0x74
Pos: 0x23CB, Cmd: 0xBC
Pos: 0x23CE, Cmd: 0x74
Pos: 0x23CF, Cmd: 0xBC
Pos: 0x23D2, Cmd: 0x70
Pos: 0x23D3, Cmd: 0xBC
Pos: 0x23D6, Cmd: 0x61
Pos: 0x23D9, Cmd: 0xBC
Pos: 0x23DC, Cmd: 0x75
Pos: 0x23DD, Cmd: 0xBC
Pos: 0x23E0, Cmd: 0x74
Pos: 0x23E1, Cmd: 0xBC
Pos: 0x23E4, Cmd: 0x75
Pos: 0x23E5, Cmd: 0xBC
Pos: 0x23E8, Cmd: 0x71
Pos: 0x23E9, Cmd: 0xBC
Pos: 0x23EC, Cmd: 0x61
Pos: 0x23EF, Cmd: 0xBC
Pos: 0x23F2, Cmd: 0x74
Pos: 0x23F3, Cmd: 0xBC
Pos: 0x23F6, Cmd: 0x74
Pos: 0x23F7, Cmd: 0xBC
Pos: 0x23FA, Cmd: 0x74
Pos: 0x23FB, Cmd: 0xBC
Pos: 0x23FE, Cmd: 0x70
Pos: 0x23FF, Cmd: 0xBC
Pos: 0x2402, Cmd: 0x61
Pos: 0x2405, Cmd: 0xBC
Pos: 0x2408, Cmd: 0x75
Pos: 0x2409, Cmd: 0xBC
Pos: 0x240C, Cmd: 0x75
Pos: 0x240D, Cmd: 0xBC
Pos: 0x2410, Cmd: 0x74
Pos: 0x2411, Cmd: 0xBC
Pos: 0x2414, Cmd: 0x71
Pos: 0x2415, Cmd: 0xBC
Pos: 0x2418, Cmd: 0x61
Pos: 0x241B, Cmd: 0xBC
Pos: 0x241E, Cmd: 0x74
Pos: 0x241F, Cmd: 0xBC
Pos: 0x2422, Cmd: 0x74
Pos: 0x2423, Cmd: 0xBC
Pos: 0x2426, Cmd: 0x74
Pos: 0x2427, Cmd: 0xBC
Pos: 0x242A, Cmd: 0x70
Pos: 0x242B, Cmd: 0xBC
Pos: 0x242E, Cmd: 0x61
Pos: 0x2431, Cmd: 0xBC
Pos: 0x2434, Cmd: 0x75
Pos: 0x2435, Cmd: 0xBC
Pos: 0x2438, Cmd: 0x74
Pos: 0x2439, Cmd: 0xBC
Pos: 0x243C, Cmd: 0x75
Pos: 0x243D, Cmd: 0xBC
Pos: 0x2440, Cmd: 0x71
Pos: 0x2441, Cmd: 0xBC
Pos: 0x2444, Cmd: 0x61
Pos: 0x2447, Cmd: 0xBC
Pos: 0x244A, Cmd: 0x75
Pos: 0x244B, Cmd: 0xBC
Pos: 0x244E, Cmd: 0x75
Pos: 0x244F, Cmd: 0xBC
Pos: 0x2452, Cmd: 0x74
Pos: 0x2453, Cmd: 0xBC
Pos: 0x2456, Cmd: 0x71
Pos: 0x2457, Cmd: 0xBC
Pos: 0x245A, Cmd: 0x61
Pos: 0x245D, Cmd: 0xBC
Pos: 0x2460, Cmd: 0x74
Pos: 0x2461, Cmd: 0xBC
Pos: 0x2464, Cmd: 0x74
Pos: 0x2465, Cmd: 0xBC
Pos: 0x2468, Cmd: 0x73
Pos: 0x2469, Cmd: 0xBC
Pos: 0x246C, Cmd: 0x71
Pos: 0x246D, Cmd: 0xBC
Pos: 0x2470, Cmd: 0x61
Pos: 0x2473, Cmd: 0xBC
Pos: 0x2476, Cmd: 0x75
Pos: 0x2477, Cmd: 0xBC
Pos: 0x247A, Cmd: 0x74
Pos: 0x247B, Cmd: 0xBC
Pos: 0x247E, Cmd: 0x75
Pos: 0x247F, Cmd: 0xBC
Pos: 0x2482, Cmd: 0x71
Pos: 0x2483, Cmd: 0xBC
Pos: 0x2486, Cmd: 0x61
Pos: 0x2489, Cmd: 0xBC
Pos: 0x248C, Cmd: 0x74
Pos: 0x248D, Cmd: 0xBC
Pos: 0x2490, Cmd: 0x74
Pos: 0x2491, Cmd: 0xBC
Pos: 0x2494, Cmd: 0x74
Pos: 0x2495, Cmd: 0xBC
Pos: 0x2498, Cmd: 0x70
Pos: 0x2499, Cmd: 0xBC
Pos: 0x249C, Cmd: 0x61
Pos: 0x249F, Cmd: 0xBC
Pos: 0x24A2, Cmd: 0x74
Pos: 0x24A3, Cmd: 0xBC
Pos: 0x24A6, Cmd: 0x75
Pos: 0x24A7, Cmd: 0xBC
Pos: 0x24AA, Cmd: 0x74
Pos: 0x24AB, Cmd: 0xBC
Pos: 0x24AE, Cmd: 0x71
Pos: 0x24AF, Cmd: 0xBC
Pos: 0x24B2, Cmd: 0x61
Pos: 0x24B5, Cmd: 0xBC
Pos: 0x24B8, Cmd: 0x74
Pos: 0x24B9, Cmd: 0xBC
Pos: 0x24BC, Cmd: 0x74
Pos: 0x24BD, Cmd: 0xBC
Pos: 0x24C0, Cmd: 0x73
Pos: 0x24C1, Cmd: 0xBC
Pos: 0x24C4, Cmd: 0x71
Pos: 0x24C5, Cmd: 0xBC
Pos: 0x24C8, Cmd: 0x61
Pos: 0x24CB, Cmd: 0xBC
Pos: 0x24CE, Cmd: 0x75
Pos: 0x24CF, Cmd: 0xBC
Pos: 0x24D2, Cmd: 0x74
Pos: 0x24D3, Cmd: 0xBC
Pos: 0x24D6, Cmd: 0x75
Pos: 0x24D7, Cmd: 0xBC
Pos: 0x24DA, Cmd: 0x71
Pos: 0x24DB, Cmd: 0xBC
Pos: 0x24DE, Cmd: 0x61
Pos: 0x24E1, Cmd: 0xBC
Pos: 0x24E4, Cmd: 0x73
Pos: 0x24E5, Cmd: 0xBC
Pos: 0x24E8, Cmd: 0x74
Pos: 0x24E9, Cmd: 0xBC
Pos: 0x24EC, Cmd: 0x74
Pos: 0x24ED, Cmd: 0xBC
Pos: 0x24F0, Cmd: 0x71
Pos: 0x24F1, Cmd: 0xBC
Pos: 0x24F4, Cmd: 0x61
Pos: 0x24F7, Cmd: 0xBC
Pos: 0x24FA, Cmd: 0x75
Pos: 0x24FB, Cmd: 0xBC
Pos: 0x24FE, Cmd: 0xBC
Pos: 0x2501, Cmd: 0x73
Pos: 0x2502, Cmd: 0xBC
Pos: 0x2505, Cmd: 0x76
Pos: 0x2506, Cmd: 0xBC
Pos: 0x2509, Cmd: 0xBC
Pos: 0x250C, Cmd: 0x74
Pos: 0x250D, Cmd: 0xBC
Pos: 0x2510, Cmd: 0x74
Pos: 0x2511, Cmd: 0xBC
Pos: 0x2514, Cmd: 0xBC
Pos: 0x2517, Cmd: 0x70
Pos: 0x2518, Cmd: 0xBC
Pos: 0x251B, Cmd: 0x74
Pos: 0x251C, Cmd: 0xBC
Pos: 0x251F, Cmd: 0x75
Pos: 0x2520, Cmd: 0xBC
Pos: 0x2523, Cmd: 0xBC
Pos: 0x2526, Cmd: 0x70
Pos: 0x2527, Cmd: 0xBC
Pos: 0x252A, Cmd: 0x70
Pos: 0x252B, Cmd: 0xBC
Pos: 0x252E, Cmd: 0x61
Pos: 0x2531, Cmd: 0xBC
Pos: 0x2534, Cmd: 0x74
Pos: 0x2535, Cmd: 0xBC
Pos: 0x2538, Cmd: 0x75
Pos: 0x2539, Cmd: 0xBC
Pos: 0x253C, Cmd: 0x74
Pos: 0x253D, Cmd: 0xBC
Pos: 0x2540, Cmd: 0x70
Pos: 0x2541, Cmd: 0xBC
Pos: 0x2544, Cmd: 0x61
Pos: 0x2547, Cmd: 0xBC
Pos: 0x254A, Cmd: 0x75
Pos: 0x254B, Cmd: 0xBC
Pos: 0x254E, Cmd: 0x74
Pos: 0x254F, Cmd: 0xBC
Pos: 0x2552, Cmd: 0x75
Pos: 0x2553, Cmd: 0xBC
Pos: 0x2556, Cmd: 0x71
Pos: 0x2557, Cmd: 0xBC
Pos: 0x255A, Cmd: 0x61
Pos: 0x255D, Cmd: 0xBC
Pos: 0x2560, Cmd: 0x74
Pos: 0x2561, Cmd: 0xBC
Pos: 0x2564, Cmd: 0x74
Pos: 0x2565, Cmd: 0xBC
Pos: 0x2568, Cmd: 0x74
Pos: 0x2569, Cmd: 0xBC
Pos: 0x256C, Cmd: 0x70
Pos: 0x256D, Cmd: 0xBC
Pos: 0x2570, Cmd: 0x61
Pos: 0x2573, Cmd: 0xBC
Pos: 0x2576, Cmd: 0x75
Pos: 0x2577, Cmd: 0xBC
Pos: 0x257A, Cmd: 0x75
Pos: 0x257B, Cmd: 0xBC
Pos: 0x257E, Cmd: 0x74
Pos: 0x257F, Cmd: 0xBC
Pos: 0x2582, Cmd: 0x71
Pos: 0x2583, Cmd: 0xBC
Pos: 0x2586, Cmd: 0x61
Pos: 0x2589, Cmd: 0xBC
Pos: 0x258C, Cmd: 0x74
Pos: 0x258D, Cmd: 0xBC
Pos: 0x2590, Cmd: 0x74
Pos: 0x2591, Cmd: 0xBC
Pos: 0x2594, Cmd: 0x74
Pos: 0x2595, Cmd: 0xBC
Pos: 0x2598, Cmd: 0x70
Pos: 0x2599, Cmd: 0xBC
Pos: 0x259C, Cmd: 0x61
Pos: 0x259F, Cmd: 0xBC
Pos: 0x25A2, Cmd: 0x74
Pos: 0x25A3, Cmd: 0xBC
Pos: 0x25A6, Cmd: 0x75
Pos: 0x25A7, Cmd: 0xBC
Pos: 0x25AA, Cmd: 0x74
Pos: 0x25AB, Cmd: 0xBC
Pos: 0x25AE, Cmd: 0x71
Pos: 0x25AF, Cmd: 0xBC
Pos: 0x25B2, Cmd: 0x61
Pos: 0x25B5, Cmd: 0xBC
Pos: 0x25B8, Cmd: 0x75
Pos: 0x25B9, Cmd: 0xBC
Pos: 0x25BC, Cmd: 0x74
Pos: 0x25BD, Cmd: 0xBC
Pos: 0x25C0, Cmd: 0x75
Pos: 0x25C1, Cmd: 0xBC
Pos: 0x25C4, Cmd: 0x71
Pos: 0x25C5, Cmd: 0xBC
Pos: 0x25C8, Cmd: 0x61
Pos: 0x25CB, Cmd: 0xBC
Pos: 0x25CE, Cmd: 0x74
Pos: 0x25CF, Cmd: 0xBC
Pos: 0x25D2, Cmd: 0x74
Pos: 0x25D3, Cmd: 0xBC
Pos: 0x25D6, Cmd: 0x74
Pos: 0x25D7, Cmd: 0xBC
Pos: 0x25DA, Cmd: 0x71
Pos: 0x25DB, Cmd: 0xBC
Pos: 0x25DE, Cmd: 0x61
Pos: 0x25E1, Cmd: 0xBC
Pos: 0x25E4, Cmd: 0x74
Pos: 0x25E5, Cmd: 0xBC
Pos: 0x25E8, Cmd: 0x75
Pos: 0x25E9, Cmd: 0xBC
Pos: 0x25EC, Cmd: 0x74
Pos: 0x25ED, Cmd: 0xBC
Pos: 0x25F0, Cmd: 0x71
Pos: 0x25F1, Cmd: 0xBC
Pos: 0x25F4, Cmd: 0x61
Pos: 0x25F7, Cmd: 0xBC
Pos: 0x25FA, Cmd: 0x74
Pos: 0x25FB, Cmd: 0xBC
Pos: 0x25FE, Cmd: 0x74
Pos: 0x25FF, Cmd: 0xBC
Pos: 0x2602, Cmd: 0x74
Pos: 0x2603, Cmd: 0xBC
Pos: 0x2606, Cmd: 0x70
Pos: 0x2607, Cmd: 0xBC
Pos: 0x260A, Cmd: 0x61
Pos: 0x260D, Cmd: 0xBC
Pos: 0x2610, Cmd: 0x75
Pos: 0x2611, Cmd: 0xBC
Pos: 0x2614, Cmd: 0x74
Pos: 0x2615, Cmd: 0xBC
Pos: 0x2618, Cmd: 0x75
Pos: 0x2619, Cmd: 0xBC
Pos: 0x261C, Cmd: 0x71
Pos: 0x261D, Cmd: 0xBC
Pos: 0x2620, Cmd: 0x61
Pos: 0x2623, Cmd: 0xBC
Pos: 0x2626, Cmd: 0x73
Pos: 0x2627, Cmd: 0xBC
Pos: 0x262A, Cmd: 0x74
Pos: 0x262B, Cmd: 0xBC
Pos: 0x262E, Cmd: 0x74
Pos: 0x262F, Cmd: 0xBC
Pos: 0x2632, Cmd: 0x70
Pos: 0x2633, Cmd: 0xBC
Pos: 0x2636, Cmd: 0x61
Pos: 0x2639, Cmd: 0xBC
Pos: 0x263C, Cmd: 0x75
Pos: 0x263D, Cmd: 0xBC
Pos: 0x2640, Cmd: 0x74
Pos: 0x2641, Cmd: 0xBC
Pos: 0x2644, Cmd: 0x75
Pos: 0x2645, Cmd: 0xBC
Pos: 0x2648, Cmd: 0x71
Pos: 0x2649, Cmd: 0xBC
Pos: 0x264C, Cmd: 0x61
Pos: 0x264F, Cmd: 0xBC
Pos: 0x2652, Cmd: 0x74
Pos: 0x2653, Cmd: 0xBC
Pos: 0x2656, Cmd: 0x74
Pos: 0x2657, Cmd: 0xBC
Pos: 0x265A, Cmd: 0x74
Pos: 0x265B, Cmd: 0xBC
Pos: 0x265E, Cmd: 0x71
Pos: 0x265F, Cmd: 0xBC
Pos: 0x2662, Cmd: 0x61
Pos: 0x2665, Cmd: 0xBC
Pos: 0x2668, Cmd: 0x74
Pos: 0x2669, Cmd: 0xBC
Pos: 0x266C, Cmd: 0x75
Pos: 0x266D, Cmd: 0xBC
Pos: 0x2670, Cmd: 0x74
Pos: 0x2671, Cmd: 0xBC
Pos: 0x2674, Cmd: 0xBC
Pos: 0x2677, Cmd: 0x70
Pos: 0x2678, Cmd: 0xBC
Pos: 0x267B, Cmd: 0x74
Pos: 0x267C, Cmd: 0xBC
Pos: 0x267F, Cmd: 0x75
Pos: 0x2680, Cmd: 0xBC
Pos: 0x2683, Cmd: 0xBC
Pos: 0x2686, Cmd: 0x70
Pos: 0x2687, Cmd: 0xBC
Pos: 0x268A, Cmd: 0x70
Pos: 0x268B, Cmd: 0xBC
Pos: 0x268E, Cmd: 0x61
Pos: 0x2691, Cmd: 0xBC
Pos: 0x2694, Cmd: 0x74
Pos: 0x2695, Cmd: 0xBC
Pos: 0x2698, Cmd: 0x74
Pos: 0x2699, Cmd: 0xBC
Pos: 0x269C, Cmd: 0x74
Pos: 0x269D, Cmd: 0xBC
Pos: 0x26A0, Cmd: 0x70
Pos: 0x26A1, Cmd: 0xBC
Pos: 0x26A4, Cmd: 0x61
Pos: 0x26A7, Cmd: 0xBC
Pos: 0x26AA, Cmd: 0x74
Pos: 0x26AB, Cmd: 0xBC
Pos: 0x26AE, Cmd: 0x75
Pos: 0x26AF, Cmd: 0xBC
Pos: 0x26B2, Cmd: 0x75
Pos: 0x26B3, Cmd: 0xBC
Pos: 0x26B6, Cmd: 0x70
Pos: 0x26B7, Cmd: 0xBC
Pos: 0x26BA, Cmd: 0x61
Pos: 0x26BD, Cmd: 0xBC
Pos: 0x26C0, Cmd: 0x74
Pos: 0x26C1, Cmd: 0xBC
Pos: 0x26C4, Cmd: 0x74
Pos: 0x26C5, Cmd: 0xBC
Pos: 0x26C8, Cmd: 0x73
Pos: 0x26C9, Cmd: 0xBC
Pos: 0x26CC, Cmd: 0x71
Pos: 0x26CD, Cmd: 0xBC
Pos: 0x26D0, Cmd: 0x61
Pos: 0x26D3, Cmd: 0xBC
Pos: 0x26D6, Cmd: 0x75
Pos: 0x26D7, Cmd: 0xBC
Pos: 0x26DA, Cmd: 0x74
Pos: 0x26DB, Cmd: 0xBC
Pos: 0x26DE, Cmd: 0x75
Pos: 0x26DF, Cmd: 0xBC
Pos: 0x26E2, Cmd: 0x71
Pos: 0x26E3, Cmd: 0xBC
Pos: 0x26E6, Cmd: 0x61
Pos: 0x26E9, Cmd: 0xBC
Pos: 0x26EC, Cmd: 0x74
Pos: 0x26ED, Cmd: 0xBC
Pos: 0x26F0, Cmd: 0x74
Pos: 0x26F1, Cmd: 0xBC
Pos: 0x26F4, Cmd: 0x74
Pos: 0x26F5, Cmd: 0xBC
Pos: 0x26F8, Cmd: 0x70
Pos: 0x26F9, Cmd: 0xBC
Pos: 0x26FC, Cmd: 0x61
Pos: 0x26FF, Cmd: 0xBC
Pos: 0x2702, Cmd: 0x74
Pos: 0x2703, Cmd: 0xBC
Pos: 0x2706, Cmd: 0x75
Pos: 0x2707, Cmd: 0xBC
Pos: 0x270A, Cmd: 0x74
Pos: 0x270B, Cmd: 0xBC
Pos: 0x270E, Cmd: 0x71
Pos: 0x270F, Cmd: 0xBC
Pos: 0x2712, Cmd: 0x61
Pos: 0x2715, Cmd: 0xBC
Pos: 0x2718, Cmd: 0x74
Pos: 0x2719, Cmd: 0xBC
Pos: 0x271C, Cmd: 0x74
Pos: 0x271D, Cmd: 0xBC
Pos: 0x2720, Cmd: 0x74
Pos: 0x2721, Cmd: 0xBC
Pos: 0x2724, Cmd: 0x70
Pos: 0x2725, Cmd: 0xBC
Pos: 0x2728, Cmd: 0x61
Pos: 0x272B, Cmd: 0xBC
Pos: 0x272E, Cmd: 0x75
Pos: 0x272F, Cmd: 0xBC
Pos: 0x2732, Cmd: 0x74
Pos: 0x2733, Cmd: 0xBC
Pos: 0x2736, Cmd: 0x75
Pos: 0x2737, Cmd: 0xBC
Pos: 0x273A, Cmd: 0x71
Pos: 0x273B, Cmd: 0xBC
Pos: 0x273E, Cmd: 0x61
Pos: 0x2741, Cmd: 0xBC
Pos: 0x2744, Cmd: 0x74
Pos: 0x2745, Cmd: 0xBC
Pos: 0x2748, Cmd: 0x74
Pos: 0x2749, Cmd: 0xBC
Pos: 0x274C, Cmd: 0x75
Pos: 0x274D, Cmd: 0xBC
Pos: 0x2750, Cmd: 0x71
Pos: 0x2751, Cmd: 0xBC
Pos: 0x2754, Cmd: 0x61
Pos: 0x2757, Cmd: 0xBC
Pos: 0x275A, Cmd: 0x74
Pos: 0x275B, Cmd: 0xBC
Pos: 0x275E, Cmd: 0x73
Pos: 0x275F, Cmd: 0xBC
Pos: 0x2762, Cmd: 0x74
Pos: 0x2763, Cmd: 0xBC
Pos: 0x2766, Cmd: 0x70
Pos: 0x2767, Cmd: 0xBC
Pos: 0x276A, Cmd: 0x61
Pos: 0x276D, Cmd: 0xBC
Pos: 0x2770, Cmd: 0x75
Pos: 0x2771, Cmd: 0xBC
Pos: 0x2774, Cmd: 0x74
Pos: 0x2775, Cmd: 0xBC
Pos: 0x2778, Cmd: 0x74
Pos: 0x2779, Cmd: 0xBC
Pos: 0x277C, Cmd: 0x71
Pos: 0x277D, Cmd: 0xBC
Pos: 0x2780, Cmd: 0x61
Pos: 0x2783, Cmd: 0xBC
Pos: 0x2786, Cmd: 0x73
Pos: 0x2787, Cmd: 0xBC
Pos: 0x278A, Cmd: 0x74
Pos: 0x278B, Cmd: 0xBC
Pos: 0x278E, Cmd: 0x73
Pos: 0x278F, Cmd: 0xBC
Pos: 0x2792, Cmd: 0x71
Pos: 0x2793, Cmd: 0xBC
Pos: 0x2796, Cmd: 0x61
Pos: 0x2799, Cmd: 0xBC
Pos: 0x279C, Cmd: 0x74
Pos: 0x279D, Cmd: 0xBC
Pos: 0x27A0, Cmd: 0x75
Pos: 0x27A1, Cmd: 0xBC
Pos: 0x27A4, Cmd: 0x74
Pos: 0x27A5, Cmd: 0xBC
Pos: 0x27A8, Cmd: 0x71
Pos: 0x27A9, Cmd: 0xBC
Pos: 0x27AC, Cmd: 0x61
Pos: 0x27AF, Cmd: 0xBC
Pos: 0x27B2, Cmd: 0x74
Pos: 0x27B3, Cmd: 0xBC
Pos: 0x27B6, Cmd: 0x74
Pos: 0x27B7, Cmd: 0xBC
Pos: 0x27BA, Cmd: 0x74
Pos: 0x27BB, Cmd: 0xBC
Pos: 0x27BE, Cmd: 0x70
Pos: 0x27BF, Cmd: 0xBC
Pos: 0x27C2, Cmd: 0x61
Pos: 0x27C5, Cmd: 0xBC
Pos: 0x27C8, Cmd: 0x74
Pos: 0x27C9, Cmd: 0xBC
Pos: 0x27CC, Cmd: 0xBC
Pos: 0x27CF, Cmd: 0x74
Pos: 0x27D0, Cmd: 0xBC
Pos: 0x27D3, Cmd: 0x74
Pos: 0x27D4, Cmd: 0xBC
Pos: 0x27D7, Cmd: 0x75
Pos: 0x27D8, Cmd: 0xBC
Pos: 0x27DB, Cmd: 0xBC
Pos: 0x27DE, Cmd: 0xBC
Pos: 0x27E1, Cmd: 0x74
Pos: 0x27E2, Cmd: 0xBC
Pos: 0x27E5, Cmd: 0x76
Pos: 0x27E6, Cmd: 0xBC
Pos: 0x27E9, Cmd: 0xBC
Pos: 0x27EC, Cmd: 0xBC
Pos: 0x27EF, Cmd: 0x70
Pos: 0x27F0, Cmd: 0xBC
Pos: 0x27F3, Cmd: 0x61
Pos: 0x27F6, Cmd: 0xBC
Pos: 0x27F9, Cmd: 0x74
Pos: 0x27FA, Cmd: 0xBC
Pos: 0x27FD, Cmd: 0x74
Pos: 0x27FE, Cmd: 0xBC
Pos: 0x2801, Cmd: 0x74
Pos: 0x2802, Cmd: 0xBC
Pos: 0x2805, Cmd: 0x70
Pos: 0x2806, Cmd: 0xBC
Pos: 0x2809, Cmd: 0x61
Pos: 0x280C, Cmd: 0xBC
Pos: 0x280F, Cmd: 0x74
Pos: 0x2810, Cmd: 0xBC
Pos: 0x2813, Cmd: 0x74
Pos: 0x2814, Cmd: 0xBC
Pos: 0x2817, Cmd: 0x75
Pos: 0x2818, Cmd: 0xBC
Pos: 0x281B, Cmd: 0x71
Pos: 0x281C, Cmd: 0xBC
Pos: 0x281F, Cmd: 0x61
Pos: 0x2822, Cmd: 0xBC
Pos: 0x2825, Cmd: 0x73
Pos: 0x2826, Cmd: 0xBC
Pos: 0x2829, Cmd: 0x74
Pos: 0x282A, Cmd: 0xBC
Pos: 0x282D, Cmd: 0x74
Pos: 0x282E, Cmd: 0xBC
Pos: 0x2831, Cmd: 0x70
Pos: 0x2832, Cmd: 0xBC
Pos: 0x2835, Cmd: 0x61
Pos: 0x2838, Cmd: 0xBC
Pos: 0x283B, Cmd: 0x74
Pos: 0x283C, Cmd: 0xBC
Pos: 0x283F, Cmd: 0x75
Pos: 0x2840, Cmd: 0xBC
Pos: 0x2843, Cmd: 0x74
Pos: 0x2844, Cmd: 0xBC
Pos: 0x2847, Cmd: 0x71
Pos: 0x2848, Cmd: 0xBC
Pos: 0x284B, Cmd: 0x61
Pos: 0x284E, Cmd: 0xBC
Pos: 0x2851, Cmd: 0x74
Pos: 0x2852, Cmd: 0xBC
Pos: 0x2855, Cmd: 0x74
Pos: 0x2856, Cmd: 0xBC
Pos: 0x2859, Cmd: 0x74
Pos: 0x285A, Cmd: 0xBC
Pos: 0x285D, Cmd: 0x70
Pos: 0x285E, Cmd: 0xBC
Pos: 0x2861, Cmd: 0x61
Pos: 0x2864, Cmd: 0xBC
Pos: 0x2867, Cmd: 0x74
Pos: 0x2868, Cmd: 0xBC
Pos: 0x286B, Cmd: 0x74
Pos: 0x286C, Cmd: 0xBC
Pos: 0x286F, Cmd: 0x75
Pos: 0x2870, Cmd: 0xBC
Pos: 0x2873, Cmd: 0x71
Pos: 0x2874, Cmd: 0xBC
Pos: 0x2877, Cmd: 0x61
Pos: 0x287A, Cmd: 0xBC
Pos: 0x287D, Cmd: 0x73
Pos: 0x287E, Cmd: 0xBC
Pos: 0x2881, Cmd: 0x74
Pos: 0x2882, Cmd: 0xBC
Pos: 0x2885, Cmd: 0x74
Pos: 0x2886, Cmd: 0xBC
Pos: 0x2889, Cmd: 0x71
Pos: 0x288A, Cmd: 0xBC
Pos: 0x288D, Cmd: 0x61
Pos: 0x2890, Cmd: 0xBC
Pos: 0x2893, Cmd: 0x74
Pos: 0x2894, Cmd: 0xBC
Pos: 0x2897, Cmd: 0x75
Pos: 0x2898, Cmd: 0xBC
Pos: 0x289B, Cmd: 0x75
Pos: 0x289C, Cmd: 0xBC
Pos: 0x289F, Cmd: 0x71
Pos: 0x28A0, Cmd: 0xBC
Pos: 0x28A3, Cmd: 0x61
Pos: 0x28A6, Cmd: 0xBC
Pos: 0x28A9, Cmd: 0x74
Pos: 0x28AA, Cmd: 0xBC
Pos: 0x28AD, Cmd: 0x74
Pos: 0x28AE, Cmd: 0xBC
Pos: 0x28B1, Cmd: 0x75
Pos: 0x28B2, Cmd: 0xBC
Pos: 0x28B5, Cmd: 0x71
Pos: 0x28B6, Cmd: 0xBC
Pos: 0x28B9, Cmd: 0x61
Pos: 0x28BC, Cmd: 0xBC
Pos: 0x28BF, Cmd: 0x74
Pos: 0x28C0, Cmd: 0xBC
Pos: 0x28C3, Cmd: 0x73
Pos: 0x28C4, Cmd: 0xBC
Pos: 0x28C7, Cmd: 0x74
Pos: 0x28C8, Cmd: 0xBC
Pos: 0x28CB, Cmd: 0x70
Pos: 0x28CC, Cmd: 0xBC
Pos: 0x28CF, Cmd: 0x61
Pos: 0x28D2, Cmd: 0xBC
Pos: 0x28D5, Cmd: 0x74
Pos: 0x28D6, Cmd: 0xBC
Pos: 0x28D9, Cmd: 0x75
Pos: 0x28DA, Cmd: 0xBC
Pos: 0x28DD, Cmd: 0x74
Pos: 0x28DE, Cmd: 0xBC
Pos: 0x28E1, Cmd: 0x71
Pos: 0x28E2, Cmd: 0xBC
Pos: 0x28E5, Cmd: 0x61
Pos: 0x28E8, Cmd: 0xBC
Pos: 0x28EB, Cmd: 0x73
Pos: 0x28EC, Cmd: 0xBC
Pos: 0x28EF, Cmd: 0x74
Pos: 0x28F0, Cmd: 0xBC
Pos: 0x28F3, Cmd: 0x73
Pos: 0x28F4, Cmd: 0xBC
Pos: 0x28F7, Cmd: 0x71
Pos: 0x28F8, Cmd: 0xBC
Pos: 0x28FB, Cmd: 0x61
Pos: 0x28FE, Cmd: 0xBC
Pos: 0x2901, Cmd: 0x74
Pos: 0x2902, Cmd: 0xBC
Pos: 0x2905, Cmd: 0x75
Pos: 0x2906, Cmd: 0xBC
Pos: 0x2909, Cmd: 0x74
Pos: 0x290A, Cmd: 0xBC
Pos: 0x290D, Cmd: 0x71
Pos: 0x290E, Cmd: 0xBC
Pos: 0x2911, Cmd: 0x61
Pos: 0x2914, Cmd: 0xBC
Pos: 0x2917, Cmd: 0x74
Pos: 0x2918, Cmd: 0xBC
Pos: 0x291B, Cmd: 0x74
Pos: 0x291C, Cmd: 0xBC
Pos: 0x291F, Cmd: 0x74
Pos: 0x2920, Cmd: 0xBC
Pos: 0x2923, Cmd: 0x70
Pos: 0x2924, Cmd: 0xBC
Pos: 0x2927, Cmd: 0x61
Pos: 0x292A, Cmd: 0xBC
Pos: 0x292D, Cmd: 0x75
Pos: 0x292E, Cmd: 0xBC
Pos: 0x2931, Cmd: 0xBC
Pos: 0x2934, Cmd: 0x74
Pos: 0x2935, Cmd: 0xBC
Pos: 0x2938, Cmd: 0x75
Pos: 0x2939, Cmd: 0xBC
Pos: 0x293C, Cmd: 0xBC
Pos: 0x293F, Cmd: 0x74
Pos: 0x2940, Cmd: 0xBC
Pos: 0x2943, Cmd: 0x75
Pos: 0x2944, Cmd: 0xBC
Pos: 0x2947, Cmd: 0xBC
