Starting command dump from offset 0xe0
0x000034f4: 0x000034f5: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000034f8: 0x000034fb: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000034fe: 0x000034ff: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00003502: 0x00003503: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x00003506: 0x00003507: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000350a: 0x0000350b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000350e: 0x00003511: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003514: 0x00003515: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00003518: 0x00003519: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x0000351c: 0x0000351d: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003520: 0x00003521: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003524: 0x00003527: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000352a: 0x0000352b: 0xbc (WS Write) - Port: 0x0, Val: 0x26
0x0000352e: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x00003531: 0x00003532: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x00003535: 0x00003536: 0xbc (WS Write) - Port: 0x2, Val: 0xf9
0x00003539: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x0000353c: 0x0000353d: 0xbc (WS Write) - Port: 0xa, Val: 0x11
0x00003540: 0x00003541: 0xbc (WS Write) - Port: 0x4, Val: 0x26
0x00003544: 0xbc (WS Write) - Port: 0x5, Val: 0x7
0x00003547: 0x00003548: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000354b: 0x0000354c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000354f: 0x00003550: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003553: 0x00003556: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003559: 0x0000355a: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000355d: 0x0000355e: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00003561: 0x00003562: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003565: 0x00003566: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003569: 0x0000356c: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000356f: 0x00003570: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003573: 0x00003574: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00003577: 0x00003578: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000357b: 0x0000357c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000357f: 0x00003582: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003585: 0x00003586: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00003589: 0x0000358a: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x0000358d: 0x0000358e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003591: 0x00003592: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003595: 0x00003598: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000359b: 0x0000359c: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000359f: 0x000035a0: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000035a3: 0x000035a4: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000035a7: 0x000035a8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000035ab: 0x000035ae: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000035b1: 0x000035b2: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000035b5: 0x000035b6: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000035b9: 0x000035ba: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000035bd: 0x000035be: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000035c1: 0x000035c4: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000035c7: 0x000035c8: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000035cb: 0x000035cc: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000035cf: 0x000035d0: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000035d3: 0x000035d4: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000035d7: 0x000035da: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000035dd: 0x000035de: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000035e1: 0x000035e2: 0xbc (WS Write) - Port: 0x2, Val: 0xf9
0x000035e5: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x000035e8: 0x000035e9: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x000035ec: 0x000035ed: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000035f0: 0x000035f1: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000035f4: 0x000035f7: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000035fa: 0x000035fb: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x000035fe: 0x000035ff: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00003602: 0x00003603: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003606: 0x00003607: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000360a: 0x0000360d: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00003610: 0x00003611: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00003614: 0x00003615: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x00003618: 0x00003619: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000361c: 0x0000361d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003620: 0x00003623: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00003626: 0x00003627: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000362a: 0x0000362b: 0xbc (WS Write) - Port: 0xa, Val: 0x20
0x0000362e: 0x0000362f: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003632: 0x00003633: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003636: 0x00003639: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x0000363c: 0x0000363d: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x00003640: 0x00003641: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x00003644: 0x00003645: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003648: 0x00003649: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000364c: 0x0000364f: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00003652: 0x00003653: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x00003656: 0x00003657: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x0000365a: 0x0000365b: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000365e: 0x0000365f: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003662: 0x00003665: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003668: 0x00003669: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000366c: 0x0000366d: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x00003670: 0x00003671: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003674: 0x00003675: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003678: 0x0000367b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000367e: 0x0000367f: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x00003682: 0x00003683: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x00003686: 0x00003687: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000368a: 0x0000368b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000368e: 0x00003691: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003694: 0x00003695: 0xbc (WS Write) - Port: 0x0, Val: 0xa5
0x00003698: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x0000369b: 0x0000369c: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000369f: 0x000036a0: 0xc6 (RAM Write) - Addr: 0x9000, Val: 0xcb
0x000036a4: 0xc6 (RAM Write) - Addr: 0x9100, Val: 0xde
0x000036a8: 0xc6 (RAM Write) - Addr: 0x9200, Val: 0xed
0x000036ac: 0xc6 (RAM Write) - Addr: 0x9300, Val: 0xbc
0x000036b0: 0xc6 (RAM Write) - Addr: 0x9400, Val: 0x33
0x000036b4: 0xc6 (RAM Write) - Addr: 0x9500, Val: 0x22
0x000036b8: 0x000036b9: 0xc6 (RAM Write) - Addr: 0x9600, Val: 0x11
0x000036bd: 0xc6 (RAM Write) - Addr: 0x9700, Val: 0x11
0x000036c1: 0xc6 (RAM Write) - Addr: 0x9800, Val: 0x0
0x000036c5: 0xc6 (RAM Write) - Addr: 0x9900, Val: 0x0
0x000036c9: 0xc6 (RAM Write) - Addr: 0x9a00, Val: 0x0
0x000036cd: 0xc6 (RAM Write) - Addr: 0x9b00, Val: 0x0
0x000036d1: 0xc6 (RAM Write) - Addr: 0x9c00, Val: 0x11
0x000036d5: 0xc6 (RAM Write) - Addr: 0x9d00, Val: 0x11
0x000036d9: 0xc6 (RAM Write) - Addr: 0x9e00, Val: 0x22
0x000036dd: 0xc6 (RAM Write) - Addr: 0x9f00, Val: 0x33
0x000036e1: 0x000036e2: 0xbc (WS Write) - Port: 0x2, Val: 0xfd
0x000036e5: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x000036e8: 0x000036e9: 0xbc (WS Write) - Port: 0xa, Val: 0x10
0x000036ec: 0x000036ed: 0xbc (WS Write) - Port: 0x4, Val: 0x26
0x000036f0: 0xbc (WS Write) - Port: 0x5, Val: 0x7
0x000036f3: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x000036f6: 0x000036f7: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000036fa: 0x000036fb: 0xbc (WS Write) - Port: 0x6, Val: 0x26
0x000036fe: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x00003701: 0x00003702: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003705: 0x00003706: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003709: 0x0000370c: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000370f: 0x00003710: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003713: 0x00003714: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00003717: 0x00003718: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000371b: 0x0000371c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000371f: 0x00003722: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003725: 0x00003726: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003729: 0x0000372a: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x0000372d: 0x0000372e: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00003731: 0x00003732: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003735: 0x00003738: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x0000373b: 0x0000373c: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000373f: 0x00003740: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00003743: 0x00003744: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00003747: 0x00003748: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000374b: 0x0000374e: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003751: 0x00003752: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003755: 0x00003756: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00003759: 0x0000375a: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000375d: 0x0000375e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003761: 0x00003764: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00003767: 0x00003768: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000376b: 0x0000376c: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x0000376f: 0x00003770: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00003773: 0x00003774: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003777: 0x0000377a: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x0000377d: 0x0000377e: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003781: 0x00003782: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00003785: 0x00003786: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00003789: 0x0000378a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000378d: 0x00003790: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00003793: 0x00003794: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003797: 0x00003798: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000379b: 0x0000379c: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000379f: 0x000037a0: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000037a3: 0x000037a6: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000037a9: 0x000037aa: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000037ad: 0x000037ae: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000037b1: 0x000037b2: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000037b5: 0x000037b6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000037b9: 0x000037bc: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000037bf: 0x000037c0: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000037c3: 0x000037c4: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000037c7: 0x000037c8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000037cb: 0x000037cc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000037cf: 0x000037d2: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000037d5: 0x000037d6: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000037d9: 0x000037da: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000037dd: 0x000037de: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000037e1: 0x000037e2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000037e5: 0x000037e8: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x000037eb: 0x000037ec: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000037ef: 0x000037f0: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000037f3: 0x000037f4: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000037f7: 0x000037f8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000037fb: 0x000037fe: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00003801: 0x00003802: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00003805: 0x00003806: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00003809: 0x0000380a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000380d: 0x0000380e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003811: 0x00003814: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003817: 0x00003818: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000381b: 0x0000381c: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000381f: 0x00003820: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003823: 0x00003824: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003827: 0x0000382a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000382d: 0x0000382e: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00003831: 0x00003832: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00003835: 0x00003836: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003839: 0x0000383a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000383d: 0x00003840: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003843: 0x00003844: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00003847: 0x00003848: 0xc6 (RAM Write) - Addr: 0x9000, Val: 0xcc
0x0000384c: 0xc6 (RAM Write) - Addr: 0x9100, Val: 0xdd
0x00003850: 0xc6 (RAM Write) - Addr: 0x9200, Val: 0xee
0x00003854: 0xc6 (RAM Write) - Addr: 0x9300, Val: 0xee
0x00003858: 0xc6 (RAM Write) - Addr: 0x9400, Val: 0xee
0x0000385c: 0xc6 (RAM Write) - Addr: 0x9500, Val: 0xee
0x00003860: 0xc6 (RAM Write) - Addr: 0x9600, Val: 0xdd
0x00003864: 0xc6 (RAM Write) - Addr: 0x9700, Val: 0xcc
0x00003868: 0xc6 (RAM Write) - Addr: 0x9800, Val: 0x33
0x0000386c: 0xc6 (RAM Write) - Addr: 0x9900, Val: 0x22
0x00003870: 0xc6 (RAM Write) - Addr: 0x9a00, Val: 0x11
0x00003874: 0xc6 (RAM Write) - Addr: 0x9b00, Val: 0x11
0x00003878: 0xc6 (RAM Write) - Addr: 0x9c00, Val: 0x11
0x0000387c: 0xc6 (RAM Write) - Addr: 0x9d00, Val: 0x11
0x00003880: 0xc6 (RAM Write) - Addr: 0x9e00, Val: 0x22
0x00003884: 0xc6 (RAM Write) - Addr: 0x9f00, Val: 0x33
0x00003888: 0x00003889: 0xbc (WS Write) - Port: 0x2, Val: 0xf2
0x0000388c: 0xbc (WS Write) - Port: 0x3, Val: 0x3
0x0000388f: 0x00003890: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00003893: 0x00003894: 0xbc (WS Write) - Port: 0x4, Val: 0x26
0x00003897: 0xbc (WS Write) - Port: 0x5, Val: 0x7
0x0000389a: 0x0000389b: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000389e: 0x0000389f: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000038a2: 0x000038a3: 0xbc (WS Write) - Port: 0x6, Val: 0xa5
0x000038a6: 0xbc (WS Write) - Port: 0x7, Val: 0x6
0x000038a9: 0x000038aa: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000038ad: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000038b0: 0x000038b3: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000038b6: 0x000038b7: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x000038ba: 0x000038bb: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000038be: 0x000038bf: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000038c2: 0x000038c3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000038c6: 0x000038c9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000038cc: 0x000038cd: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x000038d0: 0x000038d1: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000038d4: 0x000038d5: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000038d8: 0x000038d9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000038dc: 0x000038df: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000038e2: 0x000038e3: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000038e6: 0x000038e7: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000038ea: 0x000038eb: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000038ee: 0x000038ef: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000038f2: 0x000038f5: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000038f8: 0x000038f9: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000038fc: 0x000038fd: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00003900: 0x00003901: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00003904: 0x00003905: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003908: 0x0000390b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000390e: 0x0000390f: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00003912: 0x00003913: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00003916: 0x00003917: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000391a: 0x0000391b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000391e: 0x00003921: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003924: 0x00003925: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00003928: 0x00003929: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000392c: 0x0000392d: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00003930: 0x00003931: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003934: 0x00003937: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000393a: 0x0000393b: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000393e: 0x0000393f: 0xbc (WS Write) - Port: 0x2, Val: 0xf2
0x00003942: 0xbc (WS Write) - Port: 0x3, Val: 0x3
0x00003945: 0x00003946: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00003949: 0x0000394a: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000394d: 0x0000394e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003951: 0x00003954: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003957: 0x00003958: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000395b: 0x0000395c: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000395f: 0x00003960: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00003963: 0x00003964: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003967: 0x0000396a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000396d: 0x0000396e: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00003971: 0x00003972: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00003975: 0x00003976: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003979: 0x0000397a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000397d: 0x00003980: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003983: 0x00003984: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x00003987: 0x00003988: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000398b: 0x0000398c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000398f: 0x00003990: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003993: 0x00003996: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00003999: 0x0000399a: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000399d: 0x0000399e: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000039a1: 0x000039a2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000039a5: 0x000039a6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000039a9: 0x000039ac: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000039af: 0x000039b0: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000039b3: 0x000039b4: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000039b7: 0x000039b8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000039bb: 0x000039bc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000039bf: 0x000039c2: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000039c5: 0x000039c6: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000039c9: 0x000039ca: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000039cd: 0x000039ce: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000039d1: 0x000039d2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000039d5: 0x000039d8: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000039db: 0x000039dc: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000039df: 0x000039e0: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000039e3: 0x000039e4: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000039e7: 0x000039e8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000039eb: 0x000039ee: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000039f1: 0x000039f2: 0xbc (WS Write) - Port: 0x0, Val: 0xdd
0x000039f5: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x000039f8: 0x000039f9: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x000039fc: 0x000039fd: 0xbc (WS Write) - Port: 0x2, Val: 0xf9
0x00003a00: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x00003a03: 0x00003a04: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00003a07: 0x00003a08: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003a0b: 0x00003a0c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003a0f: 0x00003a12: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003a15: 0x00003a16: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003a19: 0x00003a1a: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00003a1d: 0x00003a1e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003a21: 0x00003a22: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003a25: 0x00003a28: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003a2b: 0x00003a2c: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x00003a2f: 0x00003a30: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00003a33: 0x00003a34: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003a37: 0x00003a38: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003a3b: 0x00003a3e: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003a41: 0x00003a42: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00003a45: 0x00003a46: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00003a49: 0x00003a4a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003a4d: 0x00003a4e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003a51: 0x00003a54: 0xbc (WS Write) - Port: 0x8, Val: 0x44
0x00003a57: 0x00003a58: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00003a5b: 0x00003a5c: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00003a5f: 0x00003a60: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003a63: 0x00003a64: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003a67: 0x00003a6a: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00003a6d: 0x00003a6e: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00003a71: 0x00003a72: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00003a75: 0x00003a76: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00003a79: 0x00003a7a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00003a7d: 0x00003a80: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00003a83: 0x00003a84: 0xbc (WS Write) - Port: 0x9, Val: 0x44
